1;arms_factory;2953.00;10.15;1364.00;4.48;0
1;arms_factory;2953.00;10.60;1366.00;0.86;0
1;arms_factory;2944.00;10.98;1366.00;3.52;0
1;arms_factory;2944.00;10.98;1366.00;1.36;0
1;arms_factory;2948.00;10.95;1359.00;2.92;0
1;arms_factory;2951.00;10.03;1372.00;5.59;0
1;industrial_complex;2951.00;10.03;1372.00;1.97;0
1;industrial_complex;2949.00;9.70;1353.00;6.09;0
1;industrial_complex;2949.00;9.70;1353.00;1.37;0
1;industrial_complex;2950.00;12.30;1366.00;4.03;0
1;industrial_complex;2953.00;10.65;1367.00;1.87;0
1;industrial_complex;2948.00;13.68;1366.00;3.09;0
1;air_base;2951.00;11.00;1358.00;6.10;0
1;naval_base;2940.00;9.50;1368.00;-1.19;5579
1;naval_base;2952.00;10.15;1360.00;-0.79;5579
1;naval_base;2952.00;9.50;1376.00;-3.00;5555
1;bunker;2946.00;10.73;1371.00;4.54;0
1;bunker;2951.00;10.23;1356.00;5.76;0
1;bunker;2951.00;10.57;1371.00;3.59;0
1;coastal_bunker;2940.00;9.50;1364.00;-1.19;0
1;coastal_bunker;2954.00;9.55;1372.00;0.98;0
1;coastal_bunker;2946.00;9.50;1352.00;-0.79;0
1;dockyard;2941.00;9.50;1364.00;-1.19;0
1;anti_air_building;2948.00;12.05;1362.00;5.06;0
1;anti_air_building;2946.00;9.57;1354.00;6.26;0
1;anti_air_building;2946.00;9.57;1354.00;4.10;0
1;synthetic_refinery;2953.00;10.65;1367.00;0.48;0
1;fuel_silo;2948.00;13.68;1366.00;2.04;0
1;radar_station;2948.00;13.38;1365.00;5.34;0
1;rocket_site;2946.00;9.98;1360.00;2.55;0
1;nuclear_reactor;2946.00;9.98;1360.00;2.65;0
2;arms_factory;3016.00;12.45;1361.00;3.52;0
2;arms_factory;2997.00;10.28;1366.00;1.36;0
2;arms_factory;3005.00;10.65;1368.00;2.92;0
2;arms_factory;3009.00;11.05;1360.00;5.59;0
2;arms_factory;2993.00;11.35;1373.00;1.97;0
2;arms_factory;3012.00;10.68;1354.00;6.09;0
2;industrial_complex;2998.00;9.70;1360.00;1.37;0
2;industrial_complex;3010.00;9.75;1352.00;4.03;0
2;industrial_complex;3016.00;12.35;1360.00;1.87;0
2;industrial_complex;2991.00;9.70;1366.00;3.09;0
2;industrial_complex;3000.00;10.48;1372.00;6.10;0
2;industrial_complex;3009.00;10.93;1359.00;2.48;0
2;air_base;2997.00;10.28;1366.00;5.15;0
