1;0;62.00;9.50;13.00;0.00;0.68
2;0;171.00;9.50;52.00;0.00;2.24
3;0;324.00;9.50;12.00;0.00;0.56
4;0;473.00;9.50;16.00;0.00;0.92
5;0;573.00;9.50;70.00;0.00;2.60
6;0;685.00;9.50;15.00;0.00;0.84
7;0;824.00;9.50;27.00;0.00;1.20
8;0;975.00;9.50;22.00;0.00;1.12
9;0;1139.00;9.50;25.00;0.00;1.20
10;0;1258.00;9.50;8.00;0.00;0.56
11;0;1397.00;9.50;62.00;0.00;2.76
12;0;1509.00;9.50;44.00;0.00;1.72
13;0;1532.00;9.50;0.00;0.00;0.04
14;0;1611.00;9.50;20.00;0.00;1.28
15;0;1764.00;9.50;14.00;0.00;0.84
16;0;1884.00;9.50;13.00;0.00;0.72
17;0;1950.00;9.50;48.00;0.00;1.84
18;0;2080.00;9.50;22.00;0.00;1.20
19;0;2207.00;9.50;29.00;0.00;1.44
20;0;2364.00;9.50;63.00;0.00;2.40
21;0;2390.00;9.50;15.00;0.00;0.76
22;0;2468.00;9.50;52.00;0.00;2.36
23;0;2584.00;9.50;37.00;0.00;1.64
24;0;3386.00;9.92;1855.00;0.00;1.48
25;0;2735.00;9.50;37.00;0.00;1.48
26;0;2869.00;9.50;34.00;0.00;1.48
27;0;2943.00;9.50;13.00;0.00;0.92
28;0;2984.00;9.50;38.00;0.00;1.56
29;0;3109.00;9.50;30.00;0.00;1.48
30;0;3217.00;9.50;69.00;0.00;2.72
31;0;3311.00;9.50;76.00;0.00;2.40
32;0;3367.00;9.50;19.00;0.00;1.12
33;0;3461.00;9.50;21.00;0.00;1.04
34;0;3557.00;9.50;25.00;0.00;1.44
35;0;3607.00;9.50;70.00;0.00;1.68
36;0;3640.00;9.50;22.00;0.00;1.24
37;0;3741.00;9.65;142.00;0.00;0.44
38;0;3760.00;13.27;19.00;0.00;0.36
39;0;3831.00;12.35;52.00;0.00;0.36
40;0;3835.00;14.55;4.00;0.00;0.28
41;0;3867.00;11.15;5.00;0.00;0.32
42;0;3879.00;10.22;34.00;0.00;0.36
43;0;3962.00;9.80;4.00;0.00;0.24
44;0;4039.00;9.85;4.00;0.00;0.24
45;0;4221.00;10.12;42.00;0.00;0.44
47;0;4317.00;9.65;84.00;0.00;0.44
48;0;4390.00;9.50;18.00;0.00;0.28
49;0;4449.00;9.50;32.00;0.00;1.60
50;0;4419.00;9.65;2.00;0.00;0.12
51;0;4461.00;9.65;2.00;0.00;0.12
52;0;4546.00;9.50;14.00;0.00;0.96
53;0;4570.00;9.50;52.00;0.00;1.60
54;0;3062.00;10.25;1273.00;0.00;0.12
55;0;3055.00;10.30;1271.00;0.00;0.12
56;0;2073.00;9.50;1064.00;0.00;1.96
57;0;3048.00;10.20;1256.00;0.00;0.20
58;0;4524.00;9.50;156.00;0.00;1.68
59;0;3043.00;11.47;1211.00;0.00;0.28
60;0;2994.00;11.12;1224.00;0.00;0.44
61;0;3051.00;10.27;1268.00;0.00;0.20
62;0;1326.00;9.50;1754.00;0.00;2.28
63;0;864.00;9.50;1818.00;0.00;2.24
64;0;4588.00;9.50;203.00;0.00;1.00
65;0;2104.00;9.50;1000.00;0.00;1.20
66;0;3200.00;9.50;630.00;0.00;1.84
67;0;4028.00;9.50;1208.00;0.00;1.96
68;0;2032.00;11.02;1408.00;0.00;0.40
69;0;2113.00;13.57;1421.00;0.00;0.52
70;0;2319.00;14.10;1192.00;0.00;0.28
71;0;2278.00;14.67;1220.00;0.00;0.80
72;0;2210.00;13.07;1526.00;0.00;0.64
73;0;2122.00;10.92;1528.00;0.00;0.40
74;0;2140.00;9.67;1542.00;0.00;0.68
75;0;2101.00;10.60;1546.00;0.00;0.52
76;0;2077.00;11.47;1547.00;0.00;0.40
77;0;1287.00;9.50;63.00;0.00;2.48
78;0;3893.00;9.50;1339.00;0.00;0.96
79;0;839.00;9.50;82.00;0.00;2.08
80;0;2287.00;9.50;77.00;0.00;2.44
81;0;3962.00;9.72;54.00;0.00;0.28
82;0;4121.00;10.35;39.00;0.00;0.56
83;0;1637.00;9.50;85.00;0.00;1.84
84;0;4027.00;9.67;22.00;0.00;0.36
85;0;2133.00;13.12;1429.00;0.00;0.44
86;0;2416.00;13.30;1446.00;0.00;0.40
87;0;458.00;9.50;99.00;0.00;3.12
88;0;1780.00;9.50;78.00;0.00;1.80
89;0;48.00;9.50;65.00;0.00;1.84
90;0;679.00;9.50;96.00;0.00;3.08
91;0;3686.00;9.75;4.00;0.00;0.24
92;0;4374.00;9.50;80.00;0.00;2.12
93;0;3843.00;11.55;77.00;0.00;0.48
94;0;309.00;9.50;87.00;0.00;2.56
95;0;3744.00;9.50;165.00;0.00;0.44
96;0;4280.00;9.90;49.00;0.00;0.56
97;0;4488.00;9.50;92.00;0.00;2.56
98;0;984.00;11.47;49.00;0.00;0.32
99;0;1156.00;9.50;95.00;0.00;2.52
100;0;2095.00;9.50;95.00;0.00;2.92
101;0;3451.00;9.50;71.00;0.00;2.04
102;0;998.00;11.92;73.00;0.00;0.20
103;0;3938.00;9.80;74.00;0.00;0.40
104;0;2096.00;12.42;1460.00;0.00;0.40
105;0;989.00;10.95;81.00;0.00;1.76
106;0;3895.00;11.87;82.00;0.00;0.40
107;0;3992.00;9.50;1316.00;0.00;2.28
108;0;3973.00;9.50;1417.00;0.00;1.48
109;0;4081.00;9.50;1402.00;0.00;2.04
110;0;4200.00;9.50;1294.00;0.00;2.52
111;0;3531.00;9.70;75.00;0.00;0.64
112;0;4584.00;9.50;119.00;0.00;1.32
113;0;3111.00;9.50;125.00;0.00;2.84
114;0;3654.00;9.72;62.00;0.00;0.32
115;0;2999.00;9.50;143.00;0.00;3.48
116;0;3372.00;9.50;133.00;0.00;1.72
117;0;2892.00;11.35;1217.00;0.00;0.32
118;0;2217.00;13.05;1556.00;0.00;0.60
119;0;4071.00;10.05;90.00;0.00;0.48
120;0;4149.00;10.77;137.00;0.00;0.28
121;0;3719.00;9.65;105.00;0.00;0.40
122;0;2223.00;9.50;161.00;0.00;3.36
123;0;2590.00;9.50;129.00;0.00;2.24
124;0;4144.00;9.50;1667.00;0.00;1.36
125;0;2084.00;13.00;1532.00;0.00;0.40
126;0;2785.00;9.50;102.00;0.00;1.80
127;0;3724.00;9.50;139.00;0.00;0.68
128;0;2885.00;9.50;160.00;0.00;3.24
129;0;3910.00;9.87;128.00;0.00;0.32
130;0;2249.00;13.67;1319.00;0.00;0.64
131;0;3510.00;9.70;92.00;0.00;0.36
132;0;1906.00;9.50;1600.00;0.00;1.84
133;0;4185.00;9.80;121.00;0.00;0.36
134;0;1881.00;9.50;1683.00;0.00;1.76
135;0;1935.00;9.50;135.00;0.00;2.32
